0,0,44.389972,8.972447,0,0
25,25,44.390403,8.973976,0.13602,0
41,38,44.391075,8.974294,0.21559,0
90,82,44.393146,8.974969,0.4525,0
110,101,44.393928,8.975202,0.54152,0
120,109,44.394317,8.975328,0.58584,0
141,127,44.395008,8.975827,0.67736,0
149,134,44.394882,8.976373,0.72378,0
153,138,44.394794,8.976815,0.76017,0
161,155,44.394805,8.97814,0.86618,0
173,177,44.394886,8.980459,1.05161,0
184,196,44.394145,8.981877,1.19183,0
189,203,44.393787,8.982571,1.26006,0
204,221,44.392776,8.984542,1.4529,0
230,259,44.391853,8.98673,1.65557,0
269,283,44.390689,8.990438,1.97962,0
299,314,44.389736,8.992926,2.23139,0
330,341,44.388294,8.994477,2.45507,0
349,366,44.387302,8.996524,2.65687,0
369,382,44.387195,8.998025,2.81012,0
389,399,44.386428,8.998722,2.94091,0
412,425,44.386985,9.000933,3.14698,0
430,451,44.386569,9.003133,3.35007,0
459,470,44.385757,9.005043,3.54511,0
477,488,44.385864,9.006553,3.67291,0
491,501,44.38589,9.007985,3.79119,0
516,525,44.385337,9.011218,4.05784,0
536,543,44.385692,9.013078,4.21175,0
564,560,44.385372,9.014682,4.34612,0
582,576,44.385101,9.016287,4.47783,0
592,590,44.38478,9.017902,4.61112,0
604,603,44.384441,9.019412,4.73715,0
638,629,44.383903,9.021865,4.94155,0
659,652,44.38338,9.024395,5.15103,0
673,671,44.383018,9.026075,5.29079,0
686,681,44.382724,9.027408,5.4024,0
698,693,44.38293,9.028557,5.49701,0
706,701,44.383121,9.029316,5.56114,0
720,713,44.383525,9.030676,5.67917,0
731,729,44.38422,9.03178,5.80065,0
746,745,44.384807,9.032757,5.90775,0
754,755,44.385234,9.033438,5.98246,0
779,774,44.384689,9.035085,6.12861,0
789,783,44.384342,9.035784,6.1965,0
801,796,44.383995,9.036621,6.27343,0
821,814,44.383785,9.038125,6.39566,0
842,837,44.383888,9.040201,6.5616,0
882,869,44.383632,9.042926,6.78243,0
901,892,44.382637,9.044917,6.97581,0
911,901,44.382293,9.045905,7.0637,0
925,919,44.381923,9.047328,7.18721,0
949,945,44.381187,9.0502,7.4408,0
955,953,44.381202,9.051032,7.50725,0
972,969,44.38095,9.052652,7.64139,0
1030,1012,44.381153,9.055553,7.89393,0
1063,1033,44.380523,9.056837,8.02746,0
1093,1064,44.38026,9.06012,8.29172,0
1108,1079,44.379856,9.06196,8.44777,0
1121,1092,44.379329,9.063449,8.58313,0
1130,1101,44.379234,9.064677,8.68205,0
1136,1110,44.37931,9.065808,8.77251,0
1151,1128,44.380279,9.067505,8.9476,0
1186,1148,44.379711,9.069364,9.12923,0
1203,1158,44.379299,9.069957,9.19498,0
1224,1172,44.378677,9.071002,9.30442,0
1247,1201,44.37849,9.072775,9.44844,0
1268,1209,44.378059,9.074859,9.62097,0
1278,1219,44.37783,9.075874,9.70553,0
1296,1237,44.377418,9.077703,9.8582,0
1325,1263,44.376987,9.080337,10.0777,0
1369,1305,44.375236,9.08421,10.45,0
1386,1321,44.374198,9.085248,10.5968,0
1399,1335,44.373508,9.086248,10.7086,0
1416,1353,44.373359,9.08785,10.8562,0
1431,1370,44.372997,9.089806,11.0349,0
1442,1383,44.372776,9.091381,11.1637,0
1470,1400,44.372474,9.093061,11.3024,0
1628,1420,44.372241,9.094414,11.4268,0
1686,1437,44.37268,9.095801,11.5476,0
1707,1453,44.372531,9.097327,11.6725,0
1718,1470,44.372177,9.099008,11.8147,0
1732,1489,44.372058,9.102045,12.0674,0
1753,1513,44.371414,9.104493,12.3095,0
1772,1533,44.370532,9.105232,12.4266,0
1822,1579,44.369514,9.107954,12.6749,0
1853,1605,44.369045,9.109456,12.8066,0
1910,1653,44.368186,9.112259,13.0589,0
1938,1680,44.36774,9.114732,13.2623,0
1957,1695,44.366947,9.11622,13.4128,0
1971,1712,44.366535,9.11757,13.5363,0
2000,1742,44.365943,9.12054,13.7886,0
2015,1758,44.365505,9.122464,13.9573,0
2025,1767,44.364807,9.123763,14.0986,0
2038,1782,44.363636,9.125551,14.2964,0
2052,1799,44.363052,9.128092,14.5219,0
2060,1807,44.3628,9.129556,14.6434,0
2082,1823,44.362106,9.131385,14.8101,0
2127,1850,44.362152,9.134123,15.0313,0
2138,1855,44.362304,9.13482,15.0901,0
2147,1863,44.362003,9.135658,15.1675,0
2165,1885,44.360736,9.137976,15.4144,0
2179,1907,44.361789,9.139948,15.6196,0
2190,1920,44.362453,9.141564,15.7724,0
2212,1942,44.36132,9.14369,15.9907,0
2283,1995,44.359424,9.144231,16.2243,0
2298,2005,44.359073,9.144889,16.2903,0
2327,2028,44.357967,9.144875,16.4282,0
2354,2046,44.357345,9.145466,16.5326,0
2367,2058,44.356796,9.146055,16.6151,0
2391,2076,44.356124,9.147041,16.7334,0
2407,2095,44.355876,9.14918,16.9063,0
